path,scope,bytes
JUDGE_SKILLS/judge-bias-calibration/skill.zip,skill_package,3002
JUDGE_SKILLS/judge-blind-workflow/skill.zip,skill_package,2449
JUDGE_SKILLS/judge-pairwise-swap/skill.zip,skill_package,2603
JUDGE_SKILLS/judge-run-protocol/skill.zip,skill_package,3785
JUDGE_SKILLS/judge-study-aggregation/skill.zip,skill_package,5953
OPERATOR_SUPPORT/ADR-20260719-02_V34_BETA3_CONTRACT_CLOSURE.md,operator_support,3009
OPERATOR_SUPPORT/ADR-20260719-03_V35_RC1_INTEGRATION_RELEASE.md,operator_support,5285
OPERATOR_SUPPORT/ADR-20260719-04_V35_RC2_POST_MERGE_HOTFIX.md,operator_support,4314
OPERATOR_SUPPORT/ADR-20260719-05_V35_RC3_FAIL_CLOSED_RELEASE.md,operator_support,3480
OPERATOR_SUPPORT/ADR_2026-07-19_JUDGE_V34_SOURCE.md,operator_support,4028
OPERATOR_SUPPORT/BLIND_RUN_OPERATOR_GUIDE.md,operator_support,1243
OPERATOR_SUPPORT/CHANGELOG.md,operator_support,5260
OPERATOR_SUPPORT/DYNAMIC_QC.json,operator_support,1104
OPERATOR_SUPPORT/FRESH_PROJECT_ACCEPTANCE_SUITE.md,operator_support,5640
OPERATOR_SUPPORT/FULL_ACADEMIC_AUDIT.md,operator_support,12043
OPERATOR_SUPPORT/KIMI_SOURCE_AUDIT.md,operator_support,28206
OPERATOR_SUPPORT/KIMI_SOURCE_CHANGELOG.md,operator_support,5228
OPERATOR_SUPPORT/KIMI_SOURCE_README.md,operator_support,2856
OPERATOR_SUPPORT/README_UPLOAD.md,operator_support,2118
OPERATOR_SUPPORT/SKILLS_INSTALL_GUIDE.md,operator_support,796
OPERATOR_SUPPORT/SOURCE_PROVENANCE.md,operator_support,1336
OPERATOR_SUPPORT/STATIC_QC.json,operator_support,1103
OPERATOR_SUPPORT/tests/test_dynamic.py,operator_support,8574
OPERATOR_SUPPORT/tools/validate_pack.py,operator_support,5341
OPERATOR_SUPPORT/tools/verify_release.py,operator_support,6667
RUNTIME_EXTENSIONS/EXT31_STUDY_AGGREGATION.md,runtime_extension,2401
RUNTIME_EXTENSIONS/EXT32_BIAS_GUARD.md,runtime_extension,2592
RUNTIME_EXTENSIONS/EXT33_BLIND_WORKFLOW.md,runtime_extension,2852
RUNTIME_EXTENSIONS/EXT34_ADJUDICATION.md,runtime_extension,1414
RUNTIME_EXTENSIONS/EXT35_DEPLOYMENT_MATRIX.md,runtime_extension,2689
RUNTIME_EXTENSIONS/EXT36_SKILL_STACK.md,runtime_extension,4075
SKILL_SOURCES/judge-bias-calibration/agents/openai.yaml,skill_source,134
SKILL_SOURCES/judge-bias-calibration/scripts/pack_qc.py,skill_source,2963
SKILL_SOURCES/judge-bias-calibration/SKILL.md,skill_source,1989
SKILL_SOURCES/judge-blind-workflow/agents/openai.yaml,skill_source,122
